2025-03-20 12:40:26.496,154,Orange,"Town","No","Resources",2,4,"Clay: 2, Wood: 0, Food: 2, Metal: 1"
2025-03-20 12:40:26.573,155,White,"Card","No","Resources",-1,-1,"Food: 2, Clay: 2, Animal: 2, Metal: 0, Wood: 0"
2025-03-20 12:40:26.587,155,White,"Village","No","Resources",2,3,"Food: 2, Clay: 2, Animal: 3, Metal: 0, Wood: 0"
2025-03-20 12:40:26.589,155,White,"Town","No","Resources",2,4,"Food: 2, Clay: 2, Animal: 3, Metal: 0, Wood: 0"
2025-03-20 12:40:26.591,155,White,"Card","No","Resources",-1,-1,"Food: 2, Clay: 2, Animal: 3, Metal: 0, Wood: 0"
2025-03-20 12:40:26.698,156,Blue,"Town","No","Location",0,2,""
2025-03-20 12:40:26.704,156,Blue,"Village","No","Resources",4,5,"Food: 2, Wood: 0, Clay: 0, Animal: 1, Metal: 1"
2025-03-20 12:40:26.718,156,Blue,"Road","No","Resources",7,4,"Food: 1, Wood: 0, Clay: 0, Animal: 0, Metal: 0"
2025-03-20 12:40:26.769,157,Red,"Card","No","Resources",-1,-1,"Wood: 7, Food: 2, Metal: 0, Clay: 0, Animal: 0"
2025-03-20 12:40:26.780,157,Red,"Town","No","Resources",1,3,"Wood: 9, Food: 2, Metal: 0, Clay: 0, Animal: 0"
2025-03-20 12:40:26.782,157,Red,"Village","No","Resources",6,4,"Wood: 9, Food: 2, Metal: 0, Clay: 0, Animal: 0"
2025-03-20 12:40:26.784,157,Red,"Card","No","Resources",-1,-1,"Wood: 9, Food: 2, Metal: 0, Clay: 0, Animal: 0"
2025-03-20 12:40:26.839,157,Red,"Road","No","Resources",7,1,"Wood: 1, Food: 3, Metal: 1, Clay: 0, Animal: 0"
2025-03-20 12:40:26.911,158,Orange,"Card","No","Resources",-1,-1,"Clay: 2, Wood: 0, Food: 2, Metal: 1"
2025-03-20 12:40:27.120,159,White,"Card","No","Resources",-1,-1,"Food: 2, Clay: 1, Animal: 3, Metal: 0, Wood: 0"
2025-03-20 12:40:27.135,159,White,"Road","No","Resources",5,9,"Food: 2, Clay: 1, Animal: 4, Metal: 0, Wood: 0"
2025-03-20 12:40:27.138,159,White,"Card","No","Resources",-1,-1,"Food: 2, Clay: 1, Animal: 4, Metal: 0, Wood: 0"
2025-03-20 12:40:27.141,159,White,"Town","No","Resources",2,4,"Food: 2, Clay: 1, Animal: 4, Metal: 0, Wood: 0"
2025-03-20 12:40:27.211,160,Blue,"Road","No","Resources",7,4,"Food: 1, Wood: 0, Clay: 0, Animal: 0, Metal: 0"
2025-03-20 12:40:27.225,160,Blue,"Village","No","Resources",5,5,"Food: 1, Wood: 0, Clay: 4, Animal: 0, Metal: 0"
2025-03-20 12:40:27.228,160,Blue,"Card","No","Resources",-1,-1,"Food: 1, Wood: 0, Clay: 4, Animal: 0, Metal: 0"
2025-03-20 12:40:27.377,162,Orange,"Card","No","Resources",-1,-1,"Clay: 0, Wood: 0, Food: 2, Metal: 1"
2025-03-20 12:40:27.391,162,Orange,"Card","No","Resources",-1,-1,"Clay: 0, Wood: 0, Food: 2, Metal: 1"
2025-03-20 12:40:27.394,162,Orange,"Village","No","Resources",2,3,"Clay: 0, Wood: 0, Food: 2, Metal: 1"
2025-03-20 12:40:27.467,163,White,"Card","No","Resources",-1,-1,"Food: 3, Clay: 1, Animal: 5, Metal: 0, Wood: 0"
2025-03-20 12:40:27.470,163,White,"Road","No","Resources",5,9,"Food: 3, Clay: 1, Animal: 5, Metal: 0, Wood: 0"
2025-03-20 12:40:27.472,163,White,"Town","No","Resources",2,4,"Food: 3, Clay: 1, Animal: 5, Metal: 0, Wood: 0"
2025-03-20 12:40:27.474,163,White,"Village","No","Resources",2,3,"Food: 3, Clay: 1, Animal: 5, Metal: 0, Wood: 0"
2025-03-20 12:40:27.512,163,White,"Village","No","Resources",2,3,"Food: 3, Clay: 1, Animal: 5, Metal: 0, Wood: 0"
2025-03-20 12:40:27.536,163,White,"Road","No","Resources",5,9,"Food: 3, Clay: 1, Animal: 1, Metal: 1, Wood: 0"
2025-03-20 12:40:27.539,163,White,"Town","No","Resources",2,4,"Food: 3, Clay: 1, Animal: 1, Metal: 1, Wood: 0"
2025-03-20 12:40:27.594,164,Blue,"Card","No","Resources",-1,-1,"Food: 1, Wood: 0, Clay: 4, Animal: 0, Metal: 2"
2025-03-20 12:40:27.606,164,Blue,"Card","No","Resources",-1,-1,"Food: 1, Wood: 0, Clay: 4, Animal: 0, Metal: 2"
2025-03-20 12:40:27.608,164,Blue,"Road","No","Resources",7,4,"Food: 1, Wood: 0, Clay: 4, Animal: 0, Metal: 2"
2025-03-20 12:40:27.631,164,Blue,"Town","No","Location",0,2,""
2025-03-20 12:40:27.737,165,Red,"Town","No","Resources",1,3,"Wood: 2, Food: 1, Metal: 3, Clay: 0, Animal: 0"
2025-03-20 12:40:27.791,166,Orange,"Card","No","Resources",-1,-1,"Clay: 2, Wood: 0, Food: 2, Metal: 1"
2025-03-20 12:40:27.802,166,Orange,"Card","No","Resources",-1,-1,"Clay: 2, Wood: 0, Food: 2, Metal: 1"
2025-03-20 12:40:27.833,166,Orange,"Village","No","Resources",2,3,"Clay: 2, Wood: 0, Food: 2, Metal: 1"
2025-03-20 12:40:27.835,166,Orange,"Town","No","Resources",2,4,"Clay: 2, Wood: 0, Food: 2, Metal: 1"
2025-03-20 12:40:27.839,166,Orange,"Card","No","Resources",-1,-1,"Clay: 2, Wood: 0, Food: 2, Metal: 1"
2025-03-20 12:40:27.916,167,White,"Town","No","Resources",2,4,"Food: 2, Clay: 2, Animal: 1, Metal: 0, Wood: 0"
2025-03-20 12:40:27.985,168,Blue,"Card","No","Resources",-1,-1,"Food: 3, Wood: 0, Clay: 2, Animal: 0, Metal: 5"
2025-03-20 12:40:28.130,168,Blue,"Card","No","Resources",-1,-1,"Food: 1, Wood: 0, Clay: 0, Animal: 0, Metal: 4"
2025-03-20 12:40:28.204,168,Blue,"Village","No","Resources",5,5,"Food: 3, Wood: 0, Clay: 4, Animal: 0, Metal: 4"
2025-03-20 12:40:28.206,168,Blue,"Card","No","Resources",-1,-1,"Food: 3, Wood: 0, Clay: 4, Animal: 0, Metal: 4"
2025-03-20 12:40:28.308,169,Red,"Card","No","Resources",-1,-1,"Wood: 1, Food: 1, Metal: 2, Clay: 2, Animal: 0"
2025-03-20 12:40:28.310,169,Red,"Village","No","Resources",6,4,"Wood: 1, Food: 1, Metal: 2, Clay: 2, Animal: 0"
2025-03-20 12:40:28.310,169,Red,"Road","No","Pieces",7,0,""
2025-03-20 12:40:28.377,170,Orange,"Card","No","Resources",-1,-1,"Clay: 1, Wood: 1, Food: 2, Metal: 1"
2025-03-20 12:40:28.393,170,Orange,"Village","No","Resources",2,3,"Clay: 1, Wood: 1, Food: 2, Metal: 1"
2025-03-20 12:40:28.395,170,Orange,"Card","No","Resources",-1,-1,"Clay: 1, Wood: 1, Food: 2, Metal: 1"
2025-03-20 12:40:28.591,171,White,"Card","No","Resources",-1,-1,"Food: 3, Clay: 2, Animal: 1, Metal: 0, Wood: 0"
2025-03-20 12:40:28.594,171,White,"Road","No","Resources",4,9,"Food: 3, Clay: 2, Animal: 1, Metal: 0, Wood: 0"
2025-03-20 12:40:28.654,172,Blue,"Card","No","Resources",-1,-1,"Food: 5, Wood: 1, Clay: 0, Animal: 0, Metal: 0"
2025-03-20 12:40:28.670,172,Blue,"Road","No","Resources",7,4,"Food: 5, Wood: 1, Clay: 0, Animal: 0, Metal: 0"
2025-03-20 12:40:28.672,172,Blue,"Village","No","Resources",5,5,"Food: 5, Wood: 1, Clay: 0, Animal: 0, Metal: 0"
2025-03-20 12:40:28.700,172,Blue,"Card","No","Resources",-1,-1,"Food: 1, Wood: 1, Clay: 0, Animal: 1, Metal: 0"
2025-03-20 12:40:28.700,172,Blue,"Town","No","Location",0,2,""
2025-03-20 12:40:28.761,173,Red,"Card","No","Resources",-1,-1,"Wood: 0, Food: 2, Metal: 0, Clay: 2, Animal: 0"
2025-03-20 12:40:28.775,173,Red,"Card","No","Resources",-1,-1,"Wood: 0, Food: 2, Metal: 0, Clay: 2, Animal: 0"
2025-03-20 12:40:28.777,173,Red,"Town","No","Resources",1,3,"Wood: 0, Food: 2, Metal: 0, Clay: 2, Animal: 0"
2025-03-20 12:40:28.832,174,Orange,"Card","No","Resources",-1,-1,"Clay: 3, Wood: 1, Food: 2, Metal: 1"
2025-03-20 12:40:29.051,175,White,"Card","No","Resources",-1,-1,"Food: 2, Clay: 2, Animal: 0, Metal: 1, Wood: 0"
2025-03-20 12:40:29.053,175,White,"Town","No","Resources",2,4,"Food: 2, Clay: 2, Animal: 0, Metal: 1, Wood: 0"
2025-03-20 12:40:29.055,175,White,"Road","No","Resources",4,9,"Food: 2, Clay: 2, Animal: 0, Metal: 1, Wood: 0"
2025-03-20 12:40:29.057,175,White,"Village","No","Resources",2,3,"Food: 2, Clay: 2, Animal: 0, Metal: 1, Wood: 0"
2025-03-20 12:40:29.110,176,Blue,"Card","No","Resources",-1,-1,"Food: 1, Wood: 1, Clay: 0, Animal: 1, Metal: 0"
2025-03-20 12:40:29.123,176,Blue,"Card","No","Resources",-1,-1,"Food: 1, Wood: 1, Clay: 0, Animal: 1, Metal: 0"
2025-03-20 12:40:29.192,177,Red,"Card","No","Resources",-1,-1,"Wood: 2, Food: 4, Metal: 0, Clay: 2, Animal: 0"
2025-03-20 12:40:29.203,177,Red,"Village","No","Resources",6,4,"Wood: 2, Food: 4, Metal: 0, Clay: 2, Animal: 0"
2025-03-20 12:40:29.205,177,Red,"Card","No","Resources",-1,-1,"Wood: 2, Food: 4, Metal: 0, Clay: 2, Animal: 0"
2025-03-20 12:40:29.208,177,Red,"Town","No","Resources",1,3,"Wood: 2, Food: 4, Metal: 0, Clay: 2, Animal: 0"
2025-03-20 12:40:29.208,177,Red,"Road","No","Pieces",7,0,""
2025-03-20 12:40:29.277,178,Orange,"Village","No","Resources",2,3,"Clay: 4, Wood: 1, Food: 2, Metal: 1"
2025-03-20 12:40:29.405,179,White,"Card","No","Resources",-1,-1,"Food: 1, Clay: 3, Animal: 1, Metal: 0, Wood: 0"
2025-03-20 12:40:29.513,179,White,"Town","No","Resources",2,4,"Food: 0, Clay: 2, Animal: 0, Metal: 0, Wood: 0"
2025-03-20 12:40:29.579,180,Blue,"Village","No","Resources",5,5,"Food: 1, Wood: 1, Clay: 0, Animal: 1, Metal: 0"
2025-03-20 12:40:29.583,180,Blue,"Road","No","Resources",7,4,"Food: 1, Wood: 1, Clay: 0, Animal: 1, Metal: 0"
2025-03-20 12:40:29.650,181,Red,"Village","No","Resources",6,4,"Wood: 3, Food: 2, Metal: 2, Clay: 0, Animal: 0"
2025-03-20 12:40:29.866,184,Blue,"Village","No","Resources",5,5,"Food: 2, Wood: 3, Clay: 0, Animal: 0, Metal: 1"
2025-03-20 12:40:29.868,184,Blue,"Road","No","Resources",7,4,"Food: 2, Wood: 3, Clay: 0, Animal: 0, Metal: 1"
2025-03-20 12:40:29.930,185,Red,"Village","No","Resources",6,4,"Wood: 3, Food: 4, Metal: 2, Clay: 0, Animal: 0"
2025-03-20 12:40:29.930,185,Red,"Road","No","Pieces",7,0,""
2025-03-20 12:40:29.934,185,Red,"Town","No","Resources",1,3,"Wood: 3, Food: 4, Metal: 2, Clay: 0, Animal: 0"
2025-03-20 12:40:29.993,186,Orange,"Card","No","Resources",-1,-1,"Clay: 7, Wood: 1, Food: 2, Metal: 1"
2025-03-20 12:40:30.077,187,White,"Card","No","Resources",-1,-1,"Food: 1, Clay: 5, Animal: 2, Metal: 0, Wood: 0"
2025-03-20 12:40:30.262,187,White,"Town","No","Resources",2,4,"Food: 0, Clay: 4, Animal: 1, Metal: 0, Wood: 0"
2025-03-20 12:40:30.264,187,White,"Road","No","Resources",4,9,"Food: 0, Clay: 4, Animal: 1, Metal: 0, Wood: 0"
2025-03-20 12:40:30.267,187,White,"Village","No","Resources",2,3,"Food: 0, Clay: 4, Animal: 1, Metal: 0, Wood: 0"
2025-03-20 12:40:30.269,187,White,"Card","No","Resources",-1,-1,"Food: 0, Clay: 4, Animal: 1, Metal: 0, Wood: 0"
2025-03-20 12:40:30.339,188,Blue,"Village","No","Resources",5,5,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 1"
2025-03-20 12:40:30.390,189,Red,"Card","No","Resources",-1,-1,"Wood: 0, Food: 3, Metal: 3, Clay: 0, Animal: 0"
2025-03-20 12:40:30.402,189,Red,"Card","No","Resources",-1,-1,"Wood: 0, Food: 3, Metal: 3, Clay: 0, Animal: 0"
2025-03-20 12:40:30.496,190,Orange,"Village","No","Resources",2,3,"Clay: 6, Wood: 0, Food: 1, Metal: 1"
2025-03-20 12:40:30.498,190,Orange,"Town","No","Resources",2,4,"Clay: 6, Wood: 0, Food: 1, Metal: 1"
2025-03-20 12:40:30.501,190,Orange,"Card","No","Resources",-1,-1,"Clay: 6, Wood: 0, Food: 1, Metal: 1"
2025-03-20 12:40:30.551,191,White,"Card","No","Resources",-1,-1,"Food: 0, Clay: 5, Animal: 1, Metal: 0, Wood: 0"
2025-03-20 12:40:30.561,191,White,"Town","No","Resources",2,4,"Food: 0, Clay: 5, Animal: 1, Metal: 1, Wood: 0"
2025-03-20 12:40:30.563,191,White,"Card","No","Resources",-1,-1,"Food: 0, Clay: 5, Animal: 1, Metal: 1, Wood: 0"
2025-03-20 12:40:30.565,191,White,"Village","No","Resources",2,3,"Food: 0, Clay: 5, Animal: 1, Metal: 1, Wood: 0"
2025-03-20 12:40:30.618,192,Blue,"Card","No","Resources",-1,-1,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 1"
2025-03-20 12:40:30.631,192,Blue,"Card","No","Resources",-1,-1,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 1"
2025-03-20 12:40:30.633,192,Blue,"Town","No","Location",0,2,""
2025-03-20 12:40:30.637,192,Blue,"Village","No","Resources",5,5,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 1"
2025-03-20 12:40:30.639,192,Blue,"Road","No","Resources",7,4,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 1"
2025-03-20 12:40:30.705,193,Red,"Road","No","Pieces",7,0,""
2025-03-20 12:40:30.710,193,Red,"Card","No","Resources",-1,-1,"Wood: 0, Food: 3, Metal: 0, Clay: 0, Animal: 0"
2025-03-20 12:40:30.712,193,Red,"Village","No","Resources",6,5,"Wood: 0, Food: 3, Metal: 0, Clay: 0, Animal: 0"
2025-03-20 12:40:30.712,193,Red,"Town","No","Location",0,2,""
2025-03-20 12:40:30.776,194,Orange,"Town","No","Resources",2,4,"Clay: 7, Wood: 0, Food: 1, Metal: 1"
2025-03-20 12:40:30.778,194,Orange,"Road","No","Resources",5,6,"Clay: 7, Wood: 0, Food: 1, Metal: 1"
2025-03-20 12:40:30.930,195,White,"Card","No","Resources",-1,-1,"Food: 0, Clay: 6, Animal: 2, Metal: 0, Wood: 0"
2025-03-20 12:40:30.933,195,White,"Road","No","Resources",4,9,"Food: 0, Clay: 6, Animal: 2, Metal: 0, Wood: 0"
2025-03-20 12:40:31.002,196,Blue,"Card","No","Resources",-1,-1,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 3"
2025-03-20 12:40:31.003,196,Blue,"Town","No","Location",0,2,""
2025-03-20 12:40:31.007,196,Blue,"Road","No","Resources",7,4,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 3"
2025-03-20 12:40:31.060,197,Red,"Card","No","Resources",-1,-1,"Wood: 0, Food: 5, Metal: 2, Clay: 0, Animal: 0"
2025-03-20 12:40:31.068,197,Red,"Town","No","Location",0,2,""
2025-03-20 12:40:31.071,197,Red,"Road","No","Pieces",7,0,""
2025-03-20 12:40:31.099,197,Red,"Village","No","Resources",6,5,"Wood: 1, Food: 3, Metal: 2, Clay: 0, Animal: 0"
2025-03-20 12:40:31.101,197,Red,"Card","No","Resources",-1,-1,"Wood: 1, Food: 3, Metal: 2, Clay: 0, Animal: 0"
2025-03-20 12:40:31.160,198,Orange,"Card","No","Resources",-1,-1,"Clay: 3, Wood: 0, Food: 0, Metal: 0, Animal: 0"
2025-03-20 12:40:31.207,198,Orange,"Card","No","Resources",-1,-1,"Clay: 3, Wood: 0, Food: 1, Metal: 1, Animal: 0"
2025-03-20 12:40:31.210,198,Orange,"Road","No","Resources",5,6,"Clay: 3, Wood: 0, Food: 1, Metal: 1, Animal: 0"
2025-03-20 12:40:31.330,199,White,"Town","No","Resources",2,4,"Food: 2, Clay: 2, Animal: 2, Metal: 1, Wood: 0"
2025-03-20 12:40:31.391,200,Blue,"Card","No","Resources",-1,-1,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 0"
2025-03-20 12:40:31.404,200,Blue,"Village","No","Resources",5,5,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 2"
2025-03-20 12:40:31.406,200,Blue,"Road","No","Resources",7,4,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 2"
2025-03-20 12:40:31.406,200,Blue,"Town","No","Location",0,2,""
2025-03-20 12:40:31.411,200,Blue,"Card","No","Resources",-1,-1,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 2"
2025-03-20 12:40:31.467,201,Red,"Card","No","Resources",-1,-1,"Wood: 1, Food: 3, Metal: 2, Clay: 0, Animal: 0"
2025-03-20 12:40:31.542,202,Orange,"Card","No","Resources",-1,-1,"Clay: 3, Wood: 0, Food: 1, Metal: 1, Animal: 0"
2025-03-20 12:40:31.645,202,Orange,"Village","No","Resources",2,3,"Clay: 4, Wood: 0, Food: 1, Metal: 1, Animal: 0"
2025-03-20 12:40:31.672,202,Orange,"Card","No","Resources",-1,-1,"Clay: 0, Wood: 1, Food: 1, Metal: 1, Animal: 0"
2025-03-20 12:40:31.674,202,Orange,"Road","No","Resources",5,6,"Clay: 0, Wood: 1, Food: 1, Metal: 1, Animal: 0"
2025-03-20 12:40:31.676,202,Orange,"Town","No","Resources",2,4,"Clay: 0, Wood: 1, Food: 1, Metal: 1, Animal: 0"
2025-03-20 12:40:31.749,203,White,"Town","No","Resources",2,4,"Food: 1, Clay: 2, Animal: 0, Metal: 0, Wood: 0"
2025-03-20 12:40:31.752,203,White,"Village","No","Resources",2,3,"Food: 1, Clay: 2, Animal: 0, Metal: 0, Wood: 0"
2025-03-20 12:40:31.754,203,White,"Road","No","Resources",4,9,"Food: 1, Clay: 2, Animal: 0, Metal: 0, Wood: 0"
2025-03-20 12:40:31.820,204,Blue,"Village","No","Resources",5,5,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 2"
2025-03-20 12:40:31.936,206,Orange,"Card","No","Resources",-1,-1,"Clay: 2, Wood: 1, Food: 1, Metal: 1, Animal: 0"
2025-03-20 12:40:31.949,206,Orange,"Card","No","Resources",-1,-1,"Clay: 2, Wood: 1, Food: 1, Metal: 1, Animal: 0"
2025-03-20 12:40:31.983,206,Orange,"Village","No","Resources",2,3,"Clay: 1, Wood: 0, Food: 1, Metal: 1, Animal: 0"
2025-03-20 12:40:32.052,207,White,"Card","No","Resources",-1,-1,"Food: 1, Clay: 3, Animal: 2, Metal: 0, Wood: 0"
2025-03-20 12:40:32.112,208,Blue,"Card","No","Resources",-1,-1,"Food: 0, Wood: 3, Clay: 0, Animal: 0, Metal: 2"
2025-03-20 12:40:32.124,208,Blue,"Card","No","Resources",-1,-1,"Food: 2, Wood: 5, Clay: 0, Animal: 0, Metal: 2"
2025-03-20 12:40:32.304,209,Red,"Card","No","Resources",-1,-1,"Wood: 4, Food: 1, Metal: 3, Clay: 0, Animal: 0"
2025-03-20 12:40:32.306,209,Red,"Village","No","Resources",6,5,"Wood: 4, Food: 1, Metal: 3, Clay: 0, Animal: 0"
2025-03-20 12:40:32.367,210,Orange,"Village","No","Resources",3,3,"Clay: 2, Wood: 1, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:32.430,211,White,"Village","No","Resources",2,3,"Food: 2, Clay: 4, Animal: 3, Metal: 0, Wood: 0"
2025-03-20 12:40:32.516,212,Blue,"Town","No","Location",0,2,""
2025-03-20 12:40:32.606,213,Red,"Card","No","Resources",-1,-1,"Wood: 2, Food: 3, Metal: 4, Clay: 2, Animal: 0"
2025-03-20 12:40:32.609,213,Red,"Village","No","Resources",6,5,"Wood: 2, Food: 3, Metal: 4, Clay: 2, Animal: 0"
2025-03-20 12:40:32.609,213,Red,"Road","No","Pieces",6,0,""
2025-03-20 12:40:32.612,213,Red,"Town","No","Location",0,2,""
2025-03-20 12:40:32.679,214,Orange,"Card","No","Resources",-1,-1,"Clay: 3, Wood: 1, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:32.681,214,Orange,"Village","No","Resources",3,3,"Clay: 3, Wood: 1, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:32.705,214,Orange,"Town","No","Resources",2,4,"Clay: 2, Wood: 0, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:32.707,214,Orange,"Road","No","Resources",4,4,"Clay: 2, Wood: 0, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:32.832,216,Blue,"Village","No","Resources",6,5,"Food: 6, Wood: 0, Clay: 3, Animal: 1, Metal: 4"
2025-03-20 12:40:32.862,216,Blue,"Road","No","Resources",7,3,"Food: 6, Wood: 0, Clay: 3, Animal: 1, Metal: 4"
2025-03-20 12:40:32.888,216,Blue,"Town","No","Location",0,2,""
2025-03-20 12:40:32.977,217,Red,"Card","No","Resources",-1,-1,"Wood: 2, Food: 3, Metal: 4, Clay: 4, Animal: 0"
2025-03-20 12:40:33.147,217,Red,"Card","No","Resources",-1,-1,"Wood: 0, Food: 2, Metal: 3, Clay: 2, Animal: 0"
2025-03-20 12:40:33.254,218,Orange,"Card","No","Resources",-1,-1,"Clay: 2, Wood: 0, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:33.348,218,Orange,"Road","No","Resources",4,4,"Clay: 2, Wood: 0, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:33.351,218,Orange,"Card","No","Resources",-1,-1,"Clay: 2, Wood: 0, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:33.353,218,Orange,"Town","No","Resources",2,4,"Clay: 2, Wood: 0, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:33.480,220,Blue,"Card","No","Resources",-1,-1,"Food: 2, Wood: 0, Clay: 0, Animal: 0, Metal: 2"
2025-03-20 12:40:33.499,220,Blue,"Village","No","Resources",6,5,"Food: 2, Wood: 0, Clay: 0, Animal: 0, Metal: 2"
2025-03-20 12:40:33.503,220,Blue,"Card","No","Resources",-1,-1,"Food: 2, Wood: 0, Clay: 0, Animal: 0, Metal: 2"
2025-03-20 12:40:33.587,221,Red,"Town","No","Location",0,2,""
2025-03-20 12:40:33.593,221,Red,"Village","No","Resources",6,5,"Wood: 2, Food: 4, Metal: 0, Clay: 2, Animal: 0"
2025-03-20 12:40:33.597,221,Red,"Card","No","Resources",-1,-1,"Wood: 2, Food: 4, Metal: 0, Clay: 2, Animal: 0"
2025-03-20 12:40:33.668,222,Orange,"Card","No","Resources",-1,-1,"Clay: 2, Wood: 0, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:33.681,222,Orange,"Town","No","Resources",2,4,"Clay: 2, Wood: 1, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:33.832,224,Blue,"Village","No","Resources",6,5,"Food: 4, Wood: 2, Clay: 0, Animal: 0, Metal: 2"
2025-03-20 12:40:33.897,225,Red,"Card","No","Resources",-1,-1,"Wood: 2, Food: 4, Metal: 0, Clay: 2, Animal: 0"
2025-03-20 12:40:33.900,225,Red,"Village","No","Resources",6,5,"Wood: 2, Food: 4, Metal: 0, Clay: 2, Animal: 0"
2025-03-20 12:40:33.900,225,Red,"Road","No","Pieces",5,0,""
2025-03-20 12:40:33.903,225,Red,"Town","No","Location",0,2,""
2025-03-20 12:40:33.959,226,Orange,"Card","No","Resources",-1,-1,"Clay: 3, Wood: 1, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:34.084,226,Orange,"Village","No","Resources",3,3,"Clay: 3, Wood: 2, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:34.086,226,Orange,"Town","No","Resources",2,4,"Clay: 3, Wood: 2, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:34.092,226,Orange,"Card","No","Resources",-1,-1,"Clay: 3, Wood: 2, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:34.192,227,White,"Card","No","Resources",-1,-1,"Food: 0, Clay: 2, Animal: 1, Metal: 1, Wood: 0"
2025-03-20 12:40:34.204,227,White,"Card","No","Resources",-1,-1,"Food: 0, Clay: 2, Animal: 1, Metal: 1, Wood: 0"
2025-03-20 12:40:34.262,228,Blue,"Card","No","Resources",-1,-1,"Food: 8, Wood: 2, Clay: 2, Animal: 0, Metal: 0"
2025-03-20 12:40:34.273,228,Blue,"Village","No","Resources",6,5,"Food: 8, Wood: 2, Clay: 2, Animal: 0, Metal: 0"
2025-03-20 12:40:34.277,228,Blue,"Card","No","Resources",-1,-1,"Food: 8, Wood: 2, Clay: 2, Animal: 0, Metal: 0"
2025-03-20 12:40:34.311,228,Blue,"Town","No","Location",0,2,""
2025-03-20 12:40:34.368,228,Blue,"Road","No","Resources",7,1,"Food: 4, Wood: 0, Clay: 0, Animal: 0, Metal: 1"
2025-03-20 12:40:34.421,229,Red,"Card","No","Resources",-1,-1,"Wood: 1, Food: 2, Metal: 0, Clay: 3, Animal: 0"
2025-03-20 12:40:34.464,229,Red,"Card","No","Resources",-1,-1,"Wood: 1, Food: 2, Metal: 2, Clay: 3, Animal: 0"
2025-03-20 12:40:34.467,229,Red,"Village","No","Resources",6,5,"Wood: 1, Food: 2, Metal: 2, Clay: 3, Animal: 0"
2025-03-20 12:40:34.544,230,Orange,"Village","No","Resources",5,3,"Clay: 2, Wood: 0, Food: 1, Metal: 0, Animal: 0"
2025-03-20 12:40:34.599,231,White,"Card","No","Resources",-1,-1,"Food: 0, Clay: 3, Animal: 3, Metal: 1, Wood: 0"
2025-03-20 12:40:34.613,231,White,"Town","No","Resources",2,4,"Food: 0, Clay: 4, Animal: 3, Metal: 1, Wood: 0"
2025-03-20 12:40:34.805,232,Blue,"Road","No","Resources",7,1,"Food: 5, Wood: 0, Clay: 2, Animal: 0, Metal: 3"
2025-03-20 12:40:34.805,232,Blue,"Town","No","Location",0,2,""
2025-03-20 12:40:34.811,232,Blue,"Card","No","Resources",-1,-1,"Food: 5, Wood: 0, Clay: 2, Animal: 0, Metal: 3"
2025-03-20 12:40:34.813,232,Blue,"Village","No","Resources",8,5,"Food: 5, Wood: 0, Clay: 2, Animal: 0, Metal: 3"
2025-03-20 12:40:34.976,233,Red,"Road","No","Pieces",4,0,""
2025-03-20 12:40:34.980,233,Red,"Town","No","Location",0,2,""
2025-03-20 12:40:35.124,235,White,"Card","No","Resources",-1,-1,"Food: 0, Clay: 2, Animal: 3, Metal: 1, Wood: 0"
2025-03-20 12:40:35.137,235,White,"Card","No","Resources",-1,-1,"Food: 0, Clay: 2, Animal: 3, Metal: 2, Wood: 0"
2025-03-20 12:40:35.140,235,White,"Village","No","Resources",2,3,"Food: 0, Clay: 2, Animal: 3, Metal: 2, Wood: 0"
2025-03-20 12:40:35.143,235,White,"Road","No","Resources",3,9,"Food: 0, Clay: 2, Animal: 3, Metal: 2, Wood: 0"
2025-03-20 12:40:35.146,235,White,"Town","No","Resources",2,4,"Food: 0, Clay: 2, Animal: 3, Metal: 2, Wood: 0"
